date,Battery (Charging) -  MW,Battery (Discharging) -  MW,Bioenergy (Biomass) -  MW,Bioenergy (Biomass) Emissions Vol - tCO₂e,Coal (Black) -  MW,Coal (Black) Emissions Vol - tCO₂e,Coal (Brown) -  MW,Coal (Brown) Emissions Vol - tCO₂e,Distillate -  MW,Distillate Emissions Vol - tCO₂e,Gas (CCGT) -  MW,Gas (CCGT) Emissions Vol - tCO₂e,Gas (OCGT) -  MW,Gas (OCGT) Emissions Vol - tCO₂e,Gas (Reciprocating) -  MW,Gas (Reciprocating) Emissions Vol - tCO₂e,Gas (Steam) -  MW,Gas (Steam) Emissions Vol - tCO₂e,Gas (Waste Coal Mine) -  MW,Gas (Waste Coal Mine) Emissions Vol - tCO₂e,Hydro -  MW,Pumps -  MW,Solar (Rooftop) -  MW,Solar (Utility) -  MW,Wind -  MW,Price - AUD/MWh,Wind (Curtailment) -  MW,Solar (Utility) (Curtailment) -  MW,Emissions Intensity - kgCO₂e/MWh
2026-06-08 18:10:00,-19.78,3300.91,61.37,0.13,11355.89,848.97,4673.88,463.5,0.5,0.04,1231.26,43.79,292.55,13.9,173.07,8.52,0.0,0.0,43.77,2.25,3081.78,0.0,0.0,-0.22,3981.32,86.92,0.0,0.0,588.19
2026-06-08 18:15:00,-2.22,3318.81,60.22,0.13,11350.51,849.05,4709.47,466.05,0.5,0.04,1240.75,43.97,294.25,13.95,174.81,8.55,0.0,0.0,43.88,2.25,3125.68,0.0,0.0,-0.24,3985.79,89.49,0.0,0.0,586.8
2026-06-08 18:20:00,-6.52,3359.07,60.22,0.13,11325.35,847.83,4681.94,466.41,0.5,0.04,1234.17,44.02,339.38,15.18,174.76,8.59,0.0,0.0,44.02,2.25,3108.4,0.0,0.0,-0.23,3965.29,95.91,28.7,0.0,587.33
2026-06-08 18:25:00,-15.18,3236.47,59.71,0.13,11336.49,847.47,4663.13,464.13,0.5,0.04,1232.95,43.88,366.52,17.09,173.34,8.55,0.0,0.0,44.07,2.26,3092.26,0.0,0.0,-0.2,3991.53,94.19,45.37,0.0,589.13
2026-06-08 18:30:00,-4.17,3053.13,59.66,0.13,11336.16,847.95,4689.38,464.52,0.5,0.04,1235.41,43.9,412.41,19.01,174.24,8.54,0.0,0.0,44.38,2.26,3096.37,0.0,0.0,-0.21,4036.48,84.3,0.0,0.0,591.33
2026-06-08 18:35:00,-3.63,3067.91,60.85,0.13,11279.93,845.66,4700.72,466.37,0.5,0.04,1240.52,44.05,418.55,20.38,175.51,8.59,0.0,0.0,44.38,2.27,3072.44,0.0,0.0,-0.21,4066.57,90.26,38.81,0.0,592.02
2026-06-08 18:40:00,-3.09,2912.85,58.95,0.13,11372.85,847.02,4697.81,466.76,0.5,0.04,1240.1,44.13,418.33,20.54,175.19,8.62,0.0,0.0,44.25,2.27,3105.14,0.0,0.0,-0.21,4071.88,95.1,21.46,0.0,593.5
2026-06-08 18:45:00,-4.0,2848.34,60.17,0.13,11375.16,850.75,4697.72,466.6,0.5,0.04,1238.66,44.08,417.59,20.51,174.38,8.59,0.0,0.0,44.25,2.26,3103.29,0.0,0.0,-0.21,4121.48,95.2,0.0,0.0,595.34
2026-06-08 18:50:00,-6.49,2731.13,60.47,0.13,11390.11,851.38,4686.41,466.08,0.5,0.04,1234.01,43.98,415.81,20.46,174.85,8.58,0.0,0.0,44.11,2.26,3085.64,0.0,0.0,-0.2,4193.95,83.67,0.0,0.0,596.74
2026-06-08 18:55:00,-9.07,2807.16,60.21,0.13,11345.54,850.07,4688.56,465.63,0.5,0.04,1189.18,43.2,389.53,19.69,174.15,8.58,0.0,0.0,44.22,2.26,2978.64,0.0,0.0,-0.19,4248.45,83.52,0.0,0.0,597.32
2026-06-08 19:00:00,-3.28,2768.82,59.29,0.13,11357.01,848.64,4710.28,466.77,0.5,0.04,1158.13,42.04,420.09,19.82,175.48,8.59,0.0,0.0,44.24,2.27,2961.76,0.0,0.0,-0.21,4340.46,93.96,0.0,0.0,595.14
2026-06-08 19:05:00,-7.77,2397.79,58.78,0.13,11386.8,850.34,4692.97,466.98,0.5,0.04,1200.59,42.2,417.16,20.55,174.46,8.6,0.0,0.0,44.39,2.27,3065.05,0.0,0.0,-0.19,4418.92,85.22,0.0,0.0,599.41
2026-06-08 19:10:00,-37.63,2451.8,62.72,0.14,11350.26,850.18,4680.28,465.53,0.5,0.04,1185.08,42.6,415.6,20.43,80.89,6.27,0.0,0.0,44.1,2.26,2942.75,0.0,0.0,-0.21,4534.29,82.16,0.0,0.0,600.84
2026-06-08 19:15:00,-10.9,2388.91,64.88,0.14,11243.64,844.75,4699.66,465.84,0.5,0.04,1194.91,42.54,389.88,19.71,81.99,4.0,0.0,0.0,44.39,2.27,2884.07,0.0,0.0,-0.2,4616.99,82.95,0.0,0.0,599.72
2026-06-08 19:20:00,-45.11,2282.21,62.88,0.14,11247.09,840.86,4683.34,465.97,0.5,0.04,1148.9,41.98,371.3,18.53,81.65,4.02,0.0,0.0,44.2,2.26,2885.06,0.0,0.0,-0.2,4730.03,82.99,0.0,0.0,599.66
2026-06-08 19:25:00,-29.04,2063.04,63.17,0.14,11264.17,841.61,4712.41,466.62,0.5,0.04,1115.27,40.75,370.63,18.03,173.3,6.26,0.0,0.0,44.41,2.27,2889.78,0.0,0.0,-0.21,4846.12,82.92,0.0,0.0,600.02
2026-06-08 19:30:00,-11.58,2029.2,62.93,0.14,11237.74,841.23,4711.75,468.02,0.5,0.04,1096.94,39.97,371.49,18.02,176.09,8.58,0.0,0.0,44.62,2.28,2901.63,0.0,0.0,-0.21,4906.24,85.14,0.0,0.0,600.84
2026-06-08 19:35:00,-6.78,1807.9,59.81,0.13,11266.6,841.34,4703.22,467.56,0.5,0.04,1092.05,39.59,383.15,18.36,176.0,8.65,0.0,0.0,45.6,2.34,2897.15,0.0,0.0,-0.2,4993.01,82.75,13.62,0.0,603.11
2026-06-08 19:40:00,-10.07,1719.4,57.19,0.12,11250.14,841.92,4691.19,466.53,0.5,0.04,1086.97,39.42,367.9,18.27,174.3,8.61,0.0,0.0,45.87,2.35,2836.43,0.0,0.0,-0.21,5054.16,83.27,13.62,0.0,605.98
2026-06-08 19:45:00,-63.2,1513.77,55.39,0.12,11240.02,840.96,4673.53,465.07,0.5,0.04,1083.08,39.28,366.42,17.83,173.63,8.55,0.0,0.0,46.23,2.37,2811.78,0.0,0.0,-0.2,5160.83,80.65,13.62,0.0,609.37
2026-06-08 19:50:00,-5.26,1337.56,57.79,0.13,11222.49,839.83,4703.31,465.67,0.5,0.04,1095.34,39.42,413.63,19.05,174.88,8.56,0.0,0.0,45.6,2.34,2819.81,0.0,0.0,-0.21,5177.43,78.36,7.5,0.0,610.16
2026-06-08 19:55:00,-3.07,1391.34,55.65,0.12,11196.64,838.17,4703.91,467.18,0.5,0.04,1096.32,39.63,419.99,20.45,175.54,8.61,0.0,0.0,45.63,2.34,2778.69,0.0,0.0,-0.21,5234.54,74.7,13.62,0.0,609.64
2026-06-08 20:00:00,-16.11,1355.55,52.86,0.12,11094.8,833.3,4682.5,466.16,0.5,0.04,1090.55,39.55,418.17,20.56,175.95,8.64,0.0,0.0,45.86,2.35,2742.83,0.0,0.0,-0.21,5308.17,77.26,13.62,0.0,610.31
2026-06-08 20:05:00,-52.08,1137.24,53.53,0.12,11104.66,829.92,4667.38,464.37,0.5,0.04,1080.4,39.29,414.72,20.44,174.3,8.61,0.0,0.0,45.79,2.35,2711.48,0.0,0.0,-0.22,5405.88,65.13,40.09,0.0,612.54
2026-06-08 20:10:00,-16.75,1218.1,50.64,0.11,11088.98,829.7,4692.22,464.87,0.5,0.04,1095.6,39.36,418.82,20.45,174.32,8.57,0.0,0.0,45.75,2.35,2508.91,0.0,0.0,-0.21,5465.37,74.44,16.09,0.0,612.72
2026-06-08 20:15:00,-11.96,1171.42,60.28,0.13,10966.88,824.0,4685.91,465.78,0.5,0.04,1088.39,39.5,417.92,20.53,174.06,8.56,0.0,0.0,45.86,2.35,2483.22,0.0,0.0,-0.21,5595.99,73.3,39.05,0.0,612.14
2026-06-08 20:20:00,-11.49,1078.26,58.17,0.13,10983.5,819.68,4689.28,465.65,0.5,0.04,1089.98,39.42,419.56,20.55,174.65,8.57,0.0,0.0,45.48,2.33,2477.16,0.0,0.0,-0.21,5663.94,69.77,28.09,0.0,610.32
2026-06-08 20:25:00,-29.29,1152.89,60.24,0.13,10814.67,813.71,4672.03,464.95,0.5,0.04,1084.79,39.37,373.62,19.38,175.19,8.6,0.0,0.0,46.53,2.38,2446.52,0.0,0.0,-0.21,5759.6,71.02,30.92,0.0,609.36
2026-06-08 20:30:00,-45.51,1090.41,60.4,0.13,10701.84,802.75,4676.25,464.33,0.5,0.04,1041.17,38.6,361.67,17.85,173.95,8.58,0.0,0.0,46.72,2.39,2432.74,0.0,0.0,-0.2,5930.09,69.74,35.59,0.0,605.07
2026-06-08 20:35:00,-69.39,1036.22,61.44,0.13,10543.48,792.25,4657.66,463.62,0.5,0.04,997.02,37.23,311.21,16.2,174.73,8.57,0.0,0.0,46.69,2.39,2413.36,0.0,0.0,-0.2,6033.03,70.85,41.64,0.0,604.65
2026-06-08 20:40:00,-4.59,1084.29,61.81,0.13,10530.52,785.54,4716.25,465.58,0.5,0.04,986.32,36.4,263.79,13.8,176.62,8.63,0.0,0.0,46.91,2.4,2331.34,0.0,0.0,-0.2,6186.33,66.46,40.14,0.0,597.06
2026-06-08 20:45:00,-7.43,1028.19,60.52,0.13,10580.44,786.87,4697.91,467.54,0.5,0.04,987.76,36.28,255.32,12.54,176.27,8.67,0.0,0.0,46.47,2.38,2305.98,0.0,0.0,-0.2,6267.03,75.25,31.33,0.0,597.5
2026-06-08 20:50:00,-64.02,857.26,60.46,0.13,10740.07,795.19,4666.47,465.1,0.5,0.04,918.85,35.21,220.95,11.61,173.85,8.6,0.0,0.0,46.23,2.37,2270.58,0.0,0.0,-0.2,6338.97,71.62,23.69,0.0,603.09
2026-06-08 20:55:00,-18.41,744.36,59.36,0.13,10643.61,797.56,4702.91,465.37,0.5,0.04,832.9,32.8,213.39,10.67,175.54,8.58,0.0,0.0,45.96,2.36,2278.84,0.0,0.0,-0.2,6444.46,65.65,22.47,0.0,605.21
2026-06-08 21:00:00,-9.9,873.86,54.53,0.12,10457.7,786.5,4699.38,466.95,0.5,0.04,792.21,30.84,213.76,10.6,175.81,8.63,0.0,0.0,46.41,2.38,2274.3,0.0,0.0,-0.2,6494.99,73.74,19.24,0.0,601.11
2026-06-08 21:05:00,-11.9,557.88,57.03,0.12,10621.53,785.76,4704.38,467.03,0.5,0.04,792.16,30.22,214.34,10.61,176.18,8.65,0.0,0.0,46.41,2.38,2252.36,0.0,0.0,-0.19,6577.26,70.48,26.85,0.0,602.5
2026-06-08 21:10:00,-7.83,561.63,57.15,0.12,10610.85,791.48,4694.34,466.8,0.5,0.04,793.64,30.24,168.75,9.49,174.96,8.63,0.0,0.0,46.86,2.4,2192.87,0.0,0.0,-0.2,6655.83,69.68,30.18,0.0,605.43
2026-06-08 21:15:00,-14.46,501.56,55.08,0.12,10568.4,789.34,4682.31,465.69,0.5,0.04,793.61,30.28,121.17,7.2,173.82,8.57,0.0,0.0,46.63,2.39,2177.31,0.0,0.0,-0.19,6724.93,71.83,25.42,0.0,605.62
2026-06-08 21:20:00,-21.26,329.34,53.72,0.12,10519.27,785.93,4679.69,464.95,0.5,0.04,792.14,30.25,76.8,4.91,174.99,8.57,0.0,0.0,46.34,2.37,2173.08,0.0,0.0,-0.2,6747.42,62.07,34.44,0.0,608.7
2026-06-08 21:25:00,-56.94,420.68,52.76,0.11,10426.91,780.6,4700.03,465.82,0.5,0.04,793.47,30.25,42.26,2.99,174.62,8.59,0.0,0.0,46.06,2.36,2188.13,0.0,0.0,-0.2,6760.4,57.71,38.11,0.0,606.26
2026-06-08 21:30:00,-12.55,305.86,56.73,0.12,10344.37,773.93,4701.34,466.92,0.5,0.04,792.95,30.26,42.15,2.12,174.0,8.57,0.0,0.0,44.27,2.26,2171.72,0.0,0.0,-0.19,6806.77,56.56,20.49,0.0,606.05
2026-06-08 21:35:00,-61.85,314.33,54.13,0.12,10271.18,768.09,4693.0,466.59,0.5,0.04,791.36,30.21,41.86,2.1,174.11,8.55,0.0,0.0,42.54,2.17,2150.34,0.0,0.0,-0.2,6878.55,62.98,56.29,0.0,604.92
2026-06-08 21:40:00,-19.09,315.31,59.48,0.13,10239.85,764.13,4693.78,466.18,0.5,0.04,780.01,29.98,42.51,2.13,17.76,4.71,0.0,0.0,42.68,2.18,2138.16,0.0,0.0,-0.19,6843.61,73.29,67.84,0.0,605.61
2026-06-08 21:45:00,-116.08,168.45,58.28,0.12,10309.63,765.32,4678.47,465.47,0.5,0.04,760.76,29.43,41.99,2.11,17.09,0.86,0.0,0.0,41.43,2.11,2005.87,0.0,0.0,-0.21,6899.68,68.77,83.95,0.0,610.7
2026-06-08 21:50:00,-115.71,128.02,59.31,0.13,10136.9,761.31,4680.59,464.86,0.5,0.04,742.68,28.76,42.03,2.11,9.66,0.66,0.0,0.0,41.48,2.11,1981.14,0.0,0.0,-0.19,6991.66,50.26,89.45,0.0,612.18
2026-06-08 21:55:00,-109.29,187.87,58.44,0.12,10020.56,750.49,4687.19,465.27,0.5,0.04,728.55,28.17,42.46,2.13,9.0,0.46,0.0,0.0,40.92,2.09,1925.77,0.0,0.0,-0.2,7050.52,50.34,107.2,0.0,608.11
2026-06-08 22:00:00,-126.5,139.51,56.97,0.12,9924.61,742.69,4686.78,465.56,0.5,0.04,718.13,27.72,42.17,2.12,0.0,0.22,0.0,0.0,41.37,2.11,1915.7,0.0,0.0,-0.2,7162.8,48.77,119.65,0.0,606.1
2026-06-08 22:05:00,-222.12,129.36,60.13,0.13,9880.44,737.62,4677.06,465.08,0.5,0.04,700.39,27.21,41.94,2.11,0.0,0.0,0.0,0.0,41.68,2.12,1864.91,0.0,0.0,-0.2,7220.34,52.74,113.45,0.0,607.18
2026-06-08 22:10:00,-267.66,26.29,56.68,0.12,10049.86,742.27,4711.44,466.27,0.5,0.04,691.41,26.74,41.81,2.1,0.0,0.0,0.0,0.0,42.07,2.14,1632.56,0.0,0.0,-0.19,7294.57,48.36,115.35,0.0,612.71
2026-06-08 22:15:00,-90.41,58.02,58.3,0.12,10071.28,749.38,4638.03,464.43,0.5,0.04,686.17,26.49,41.78,2.1,0.0,0.0,0.0,0.0,42.05,2.15,1453.6,0.0,0.0,-0.2,7324.43,48.57,134.05,0.0,615.09
2026-06-08 22:20:00,-46.18,7.55,58.42,0.12,10050.36,749.44,4556.81,457.03,0.5,0.04,681.48,26.28,42.54,2.14,0.0,0.0,0.0,0.0,41.82,2.13,1424.69,0.0,0.0,-0.19,7396.38,50.47,106.69,0.0,613.12
2026-06-08 22:25:00,-119.46,0.2,57.88,0.12,9964.45,745.49,4482.63,449.53,0.5,0.04,628.48,25.24,42.38,2.13,0.0,0.0,0.0,0.0,42.74,2.18,1417.18,0.0,0.0,-0.2,7502.55,47.32,102.32,0.0,611.87
2026-06-08 22:30:00,-297.31,11.28,60.88,0.13,9939.39,741.39,4521.84,447.72,0.5,0.04,578.02,23.37,41.26,2.07,0.0,0.0,0.0,0.0,43.01,2.2,1432.59,0.0,0.0,-0.2,7567.06,40.62,103.31,0.0,611.05
2026-06-08 22:35:00,-183.66,0.18,58.89,0.12,9826.1,736.34,4375.66,442.61,0.5,0.04,527.47,21.54,41.73,2.1,0.0,0.0,0.0,0.0,42.43,2.16,1411.58,0.0,0.0,-0.19,7561.98,46.07,190.58,0.0,611.05
2026-06-08 22:40:00,-70.55,29.92,61.29,0.13,9825.73,732.19,4233.63,428.87,0.5,0.04,479.73,19.76,41.63,2.09,0.0,0.0,0.0,0.0,41.38,2.11,1334.51,0.0,0.0,-0.2,7665.67,46.26,105.59,0.0,601.54
2026-06-08 22:45:00,-135.53,5.72,59.89,0.13,9812.61,731.62,4111.0,416.0,0.5,0.04,428.89,17.97,41.29,2.07,0.0,0.0,0.0,0.0,41.38,2.12,1344.62,0.0,0.0,-0.2,7697.61,48.31,113.86,0.0,599.78
2026-06-08 22:50:00,-120.1,10.11,59.22,0.13,9732.51,728.13,4114.34,409.9,0.5,0.04,383.53,16.24,41.13,2.06,0.0,0.0,0.0,0.0,42.72,2.18,1351.7,0.0,0.0,-0.2,7734.37,48.33,107.88,0.0,595.47
2026-06-08 22:55:00,-117.01,5.67,57.96,0.12,9689.25,723.56,4012.94,404.85,0.5,0.04,328.41,14.41,41.63,2.09,0.0,0.0,0.0,0.0,42.39,2.16,1333.47,0.0,0.0,-0.2,7771.93,48.37,110.38,0.0,594.25
2026-06-08 23:00:00,-95.17,20.22,61.44,0.13,9650.09,720.52,3943.16,396.34,0.5,0.04,303.31,12.95,41.71,2.09,0.0,0.0,0.0,0.0,39.39,2.02,1335.83,0.0,0.0,-0.2,7762.15,47.03,103.69,0.0,590.1
2026-06-08 23:05:00,-53.79,6.6,59.32,0.13,9586.82,716.8,3823.88,386.96,0.5,0.04,302.76,12.49,41.54,2.09,0.0,0.0,0.0,0.0,40.44,2.07,1323.12,0.0,0.0,-0.19,7731.55,50.68,109.29,0.0,588.16
2026-06-08 23:10:00,-151.89,50.88,59.45,0.13,9690.52,718.26,3826.13,381.03,0.5,0.04,302.6,12.47,41.25,2.07,0.0,0.0,0.0,0.0,42.2,2.16,1302.51,0.0,0.0,-0.2,7720.74,52.51,126.84,0.0,585.28
2026-06-08 23:15:00,-135.6,73.77,58.98,0.13,9717.94,723.01,3894.28,384.19,0.5,0.04,304.49,12.51,42.17,2.12,0.0,0.0,0.0,0.0,42.09,2.15,1312.84,0.0,0.0,-0.19,7673.23,53.22,113.13,0.0,586.9
2026-06-08 23:20:00,-251.63,0.66,57.47,0.12,9711.48,723.73,3936.41,389.33,0.5,0.04,302.82,12.52,42.0,2.11,0.0,0.0,0.0,0.0,41.9,2.14,1323.03,0.0,0.0,-0.2,7670.33,49.27,112.55,0.0,593.83
2026-06-08 23:25:00,-229.74,2.19,58.48,0.12,9653.08,721.34,3903.91,389.68,0.5,0.04,303.28,12.5,41.98,2.11,0.0,0.0,0.0,0.0,41.39,2.11,1222.91,0.0,0.0,-0.2,7661.51,48.31,109.77,0.0,597.32
2026-06-08 23:30:00,-226.83,41.16,56.44,0.12,9607.55,717.55,3892.66,387.59,0.5,0.04,304.95,12.54,41.91,2.1,0.0,0.0,0.0,0.0,41.75,2.13,1241.95,0.0,0.0,-0.2,7689.18,48.36,112.88,0.0,593.4
2026-06-08 23:35:00,-215.44,9.28,56.13,0.12,9592.33,715.33,3845.53,384.71,0.5,0.04,302.12,12.51,40.98,2.06,0.0,0.0,0.0,0.0,42.4,2.16,1232.14,0.0,0.0,-0.2,7654.37,49.21,121.82,0.0,594.11
2026-06-08 23:40:00,-224.01,70.54,56.89,0.12,9507.04,711.67,3881.69,384.15,0.5,0.04,305.12,12.51,41.01,2.06,0.0,0.0,0.0,0.0,42.42,2.17,1219.36,0.0,0.0,-0.2,7704.51,50.42,113.8,0.0,590.7
2026-06-08 23:45:00,-216.69,6.41,59.98,0.13,9550.56,710.11,3825.47,383.23,0.5,0.04,302.28,12.51,41.32,2.07,0.0,0.0,0.0,0.0,41.08,2.1,1202.48,0.0,0.0,-0.19,7687.21,48.37,116.27,0.0,592.09
2026-06-08 23:50:00,-229.0,4.33,53.72,0.12,9493.08,709.55,3809.09,379.71,0.5,0.04,302.33,12.47,41.03,2.06,0.0,0.0,0.0,0.0,41.81,2.13,1196.63,0.0,0.0,-0.2,7738.82,48.22,121.32,0.0,591.17
2026-06-08 23:55:00,-256.92,7.03,50.02,0.11,9383.34,703.43,3695.28,373.47,0.5,0.04,300.69,12.43,40.85,2.05,0.0,0.0,0.0,0.0,41.1,2.09,1182.47,0.0,0.0,-0.2,7702.25,46.26,120.66,0.0,592.58
2026-06-09 00:00:00,-369.03,13.57,54.96,0.12,9365.12,698.5,3766.88,371.44,0.5,0.04,303.28,12.45,40.5,2.03,0.0,0.0,0.0,0.0,41.54,2.12,1204.53,0.0,0.0,-0.19,7763.38,41.2,107.75,0.0,587.8
2026-06-09 00:05:00,-292.51,0.55,56.06,0.12,9310.84,695.56,3620.03,367.85,0.5,0.04,301.97,12.48,40.43,2.03,0.0,0.0,0.0,0.0,42.13,2.15,1188.09,0.0,0.0,-0.2,7708.72,48.52,150.17,0.0,589.84
2026-06-09 00:10:00,-326.89,70.8,59.43,0.13,9233.53,690.72,3750.97,367.09,0.5,0.04,258.55,11.66,40.09,2.01,0.0,0.0,0.0,0.0,41.89,2.13,1205.2,0.0,0.0,-0.19,7799.36,53.66,88.35,0.0,582.18
2026-06-09 00:15:00,-470.54,86.6,57.69,0.12,9306.0,690.5,3824.47,376.86,0.5,0.04,208.47,9.97,39.84,2.0,0.0,0.0,0.0,0.0,40.78,2.08,1265.26,0.0,0.0,-0.2,7803.14,45.84,68.57,0.0,585.64
2026-06-09 00:20:00,-271.32,34.16,55.55,0.12,9448.94,698.43,3687.47,373.93,0.5,0.04,172.09,8.41,39.79,2.0,0.0,0.0,0.0,0.0,41.37,2.11,1198.13,0.0,0.0,-0.2,7778.43,50.85,78.28,0.0,586.91
2026-06-09 00:25:00,-486.67,0.11,56.02,0.12,9423.08,702.75,3705.69,368.21,0.5,0.04,152.55,7.4,39.77,2.0,0.0,0.0,0.0,0.0,41.52,2.12,1172.09,0.0,0.0,-0.2,7811.61,47.57,51.6,0.0,592.8
2026-06-09 00:30:00,-422.35,44.0,53.62,0.12,9434.07,702.11,3661.06,366.96,0.5,0.04,153.46,7.06,40.25,2.02,0.0,0.0,0.0,0.0,40.96,2.09,1200.71,0.0,0.0,-0.19,7801.81,45.75,40.2,0.0,589.1
2026-06-09 00:35:00,-296.34,0.08,58.34,0.12,9416.47,701.94,3511.88,357.87,0.5,0.04,152.78,7.06,40.86,2.05,0.0,0.0,0.0,0.0,41.13,2.1,1176.42,0.0,0.0,-0.2,7812.89,49.64,58.36,0.0,586.56
2026-06-09 00:40:00,-367.99,5.6,53.16,0.12,9335.0,698.25,3556.56,352.85,0.5,0.04,152.83,7.04,40.59,2.04,0.0,0.0,0.0,0.0,42.03,2.15,1135.8,0.0,0.0,-0.2,7871.21,49.23,34.84,0.0,584.18
2026-06-09 00:45:00,-475.11,0.07,51.32,0.11,9277.27,692.87,3548.69,354.5,0.5,0.04,152.96,7.05,41.27,2.07,0.0,0.0,0.0,0.0,41.17,2.1,1159.76,0.0,0.0,-0.2,7875.13,45.69,35.47,0.0,586.22
2026-06-09 00:50:00,-376.86,1.33,52.58,0.12,9210.73,688.23,3443.84,349.17,0.5,0.04,153.16,7.07,40.83,2.05,0.0,0.0,0.0,0.0,41.14,2.1,1137.05,0.0,0.0,-0.2,7899.74,45.7,35.86,0.0,582.55
2026-06-09 00:55:00,-334.66,0.27,51.37,0.11,9135.19,683.02,3332.72,338.98,0.5,0.04,152.76,7.06,41.16,2.07,0.0,0.0,0.0,0.0,41.95,2.14,1130.37,0.0,0.0,-0.2,7894.85,45.49,34.52,0.0,578.23
2026-06-09 01:00:00,-330.41,3.52,51.28,0.11,9022.53,676.16,3421.25,337.83,0.5,0.04,151.67,7.03,40.81,2.05,0.0,0.0,0.0,0.0,42.22,2.15,1094.35,0.0,0.0,-0.2,7934.93,47.46,32.69,0.0,574.11
2026-06-09 01:05:00,-425.55,5.33,51.8,0.11,9029.6,672.28,3449.06,343.3,0.5,0.04,151.95,7.01,41.06,2.06,0.0,0.0,0.0,0.0,42.63,2.17,1090.59,0.0,0.0,-0.19,7921.93,47.52,36.79,0.0,576.99
2026-06-09 01:10:00,-359.53,19.47,52.84,0.12,9007.29,671.66,3404.44,342.56,0.5,0.04,152.55,7.02,41.36,2.08,0.0,0.0,0.0,0.0,42.33,2.16,1104.68,0.0,0.0,-0.2,7892.26,46.83,29.39,0.0,576.26
2026-06-09 01:15:00,-334.71,1.55,54.96,0.12,8940.8,668.39,3353.13,338.01,0.5,0.04,153.72,7.07,42.34,2.13,0.0,0.0,0.0,0.0,42.34,2.16,1047.62,0.0,0.0,-0.2,7925.08,44.51,29.09,0.0,575.44
2026-06-09 01:20:00,-421.23,0.09,56.02,0.12,8807.33,660.85,3390.13,337.24,0.5,0.04,152.25,7.06,42.18,2.12,0.0,0.0,0.0,0.0,41.39,2.11,1039.94,0.0,0.0,-0.2,7971.12,44.47,31.53,0.0,574.71
2026-06-09 01:25:00,-597.04,3.45,57.25,0.12,8772.79,654.51,3455.22,342.02,0.5,0.04,152.55,7.03,42.27,2.12,0.0,0.0,0.0,0.0,42.4,2.16,1038.57,0.0,0.0,-0.2,8001.3,40.89,38.32,0.0,576.85
2026-06-09 01:30:00,-563.74,9.35,59.79,0.13,8742.52,652.16,3381.06,341.64,0.5,0.04,151.7,7.02,42.11,2.11,0.0,0.0,0.0,0.0,40.97,2.09,1051.98,0.0,0.0,-0.2,7994.61,41.27,35.47,0.0,576.85
2026-06-09 01:35:00,-502.34,31.39,59.17,0.13,8793.15,652.91,3304.31,334.63,0.5,0.04,153.82,7.05,42.09,2.11,0.0,0.0,0.0,0.0,42.2,2.15,1046.69,0.0,0.0,-0.2,7885.55,46.23,72.48,0.0,574.8
2026-06-09 01:40:00,-675.57,11.58,57.06,0.12,8789.28,654.68,3386.84,334.89,0.5,0.04,152.78,7.07,42.73,2.15,0.0,0.0,0.0,0.0,42.07,2.15,1041.39,0.0,0.0,-0.2,7957.11,41.91,38.87,0.0,577.41
2026-06-09 01:45:00,-656.31,1.34,55.78,0.12,8749.91,653.08,3288.5,334.08,0.5,0.04,152.76,7.04,43.07,2.16,0.0,0.0,0.0,0.0,41.45,2.11,994.0,0.0,0.0,-0.2,7945.08,41.96,36.93,0.0,581.29
2026-06-09 01:50:00,-767.2,37.31,56.15,0.12,8787.0,652.94,3321.34,331.03,0.5,0.04,152.25,7.04,44.08,2.21,0.0,0.0,0.0,0.0,42.23,2.15,1010.6,0.0,0.0,-0.21,8001.9,45.74,36.68,0.0,577.51
2026-06-09 01:55:00,-843.9,12.77,56.16,0.12,8807.1,655.3,3297.84,331.47,0.5,0.04,151.29,7.0,44.02,2.21,0.0,0.0,0.0,0.0,42.19,2.15,1033.79,0.0,0.0,-0.19,8013.55,42.37,68.72,0.0,581.1
2026-06-09 02:00:00,-772.16,1.41,57.48,0.12,8762.9,654.7,3213.72,326.38,0.5,0.04,152.5,7.01,43.96,2.21,0.0,0.0,0.0,0.0,41.75,2.13,979.21,0.0,0.0,-0.21,8037.55,36.75,87.03,0.0,580.5
2026-06-09 02:05:00,-796.83,1.32,59.2,0.13,8684.03,649.96,3256.25,324.42,0.5,0.04,153.31,7.06,44.07,2.21,0.0,0.0,0.0,0.0,42.26,2.16,980.44,0.0,0.0,-0.21,8050.52,41.31,62.53,0.0,577.86
2026-06-09 02:10:00,-776.48,3.29,57.8,0.12,8652.82,645.64,3286.66,327.85,0.5,0.04,151.8,7.04,43.54,2.19,0.0,0.0,0.0,0.0,42.42,2.16,953.97,0.0,0.0,-0.2,8031.34,43.63,58.39,0.0,578.09
2026-06-09 02:15:00,-779.33,26.86,60.22,0.13,8708.9,646.72,3235.63,326.97,0.5,0.04,152.86,7.03,42.58,2.14,0.0,0.0,0.0,0.0,42.74,2.18,957.83,0.0,0.0,-0.2,7933.03,42.58,83.93,0.0,580.06
2026-06-09 02:20:00,-682.15,86.94,58.16,0.12,8711.03,649.1,3239.75,324.79,0.5,0.04,151.95,7.03,42.54,2.14,0.0,0.0,0.0,0.0,42.28,2.15,953.26,0.0,0.0,-0.19,7906.9,42.83,117.48,0.0,576.49
